league,team_ar,seasons,appearances,player_en,full_name_en,player_ar
UAE,اتحاد كلباء,2024-2025 .. 2026-2027,30,S. Al Mantheri,,
UAE,اتحاد كلباء,2022-2023,28,Igor Rossi,,
UAE,اتحاد كلباء,2024-2025 .. 2025-2026,27,K. Koffi,Kouadjo Koffi,
UAE,اتحاد كلباء,2025-2026,26,M. Blazic,Miha Blažič,
UAE,اتحاد كلباء,2022-2023 .. 2023-2024,25,Sultan Adill Alamiri,Sultan Adil | Sultan Adill,
UAE,اتحاد كلباء,2024-2025,25,M. Blažič,Miha Blažič,
UAE,اتحاد كلباء,2025-2026,24,A. Al Hamhami,,
UAE,اتحاد كلباء,2024-2025,23,Hamad Al Mansoori,Hamad Almansoori,
UAE,اتحاد كلباء,2022-2023 .. 2024-2025,23,Mohmed Ali,Mohammed Ali,
UAE,اتحاد كلباء,2022-2023 .. 2025-2026,23,Salim Rashid Obaid,,
UAE,اتحاد كلباء,2025-2026 .. 2026-2027,22,K. Al Darmaki,,
UAE,اتحاد كلباء,2022-2023 .. 2024-2025,20,Fahad Barout,Fahad Albaroudi,
UAE,اتحاد كلباء,2022-2023,20,Mohamed Abdul Rahman Al Mazmi,Mohamed Abdelrahman Ibrahim,
UAE,اتحاد كلباء,2024-2025,16,Khaled Al Asbahi,Khaled Ali Al Asbahi,
UAE,اتحاد كلباء,2025-2026,14,M. Sabeel,,
UAE,اتحاد كلباء,2023-2024 .. 2024-2025,14,Saif Yousif,,
UAE,اتحاد كلباء,2022-2023 .. 2024-2025,14,Abdulaziz Al-Hamhami,,
UAE,اتحاد كلباء,2022-2023 .. 2024-2025,14,Filip Kiss,,
UAE,اتحاد كلباء,2023-2024 .. 2025-2026,14,Mehdi Ghayedi,,
UAE,اتحاد كلباء,2025-2026,13,A. Maxso,Andreas Maxsø,
UAE,اتحاد كلباء,2022-2023 .. 2024-2025,12,Daniel Bessa,,
UAE,اتحاد كلباء,2022-2023,11,Dudu,,
UAE,اتحاد كلباء,2025-2026,11,M. Mohebi,Mohammad Mohebi,
UAE,اتحاد كلباء,2023-2024,11,Wallace,,
UAE,اتحاد كلباء,2025-2026,10,E. Khalfan,Eisa Khalfan,
UAE,اتحاد كلباء,2025-2026 .. 2026-2027,9,Carlos Alberto,,
UAE,اتحاد كلباء,2025-2026,9,O. Al Hamaidah,Obada Al Hamaidah,
UAE,اتحاد كلباء,2023-2024,9,Omar Al Antali,,
UAE,اتحاد كلباء,2025-2026 .. 2026-2027,9,S. Yousif,,
UAE,اتحاد كلباء,2025-2026,8,A. Salmin,,
UAE,اتحاد كلباء,2023-2024 .. 2024-2025,8,Mohamed Sabeel Obeid,,
UAE,اتحاد كلباء,2024-2025 .. 2025-2026,8,Shahriar Moghanlou,,
UAE,اتحاد كلباء,2022-2023 .. 2025-2026,7,Waleed Rashid,,
UAE,اتحاد كلباء,2025-2026,6,A. Alnaqbi,,
UAE,اتحاد كلباء,2022-2023,6,Adeel Al Chadli,,
UAE,اتحاد كلباء,2024-2025 .. 2026-2027,6,I. Cisse,Ibrahim Cissé,
UAE,اتحاد كلباء,2024-2025 .. 2025-2026,6,Saman Ghoddos,,
UAE,اتحاد كلباء,2023-2024 .. 2025-2026,5,Leandro Leite,,
UAE,اتحاد كلباء,2024-2025 .. 2025-2026,5,Miha Blažič,,
UAE,اتحاد كلباء,2026-2027,4,A. Vergaz,,
UAE,اتحاد كلباء,2024-2025,4,N. Jović,Nemanja Jović,
UAE,اتحاد كلباء,2025-2026,4,S. Alzaabi,,
UAE,اتحاد كلباء,2023-2024 .. 2024-2025,4,Saif Obaid,,
UAE,اتحاد كلباء,2023-2024,4,Abdul Salam Mohammed,,
UAE,اتحاد كلباء,2022-2023 .. 2024-2025,4,Habib Al-Fardan,,
UAE,اتحاد كلباء,2023-2024,4,Sultan Adill,,
UAE,اتحاد كلباء,2022-2023 .. 2025-2026,4,Zackariah Mohammed,,
UAE,اتحاد كلباء,2024-2025,3,Abdalla Faisal,,
UAE,اتحاد كلباء,2023-2024,3,Ivanildo Fernandes,,
UAE,اتحاد كلباء,2023-2024,3,N. Robertha,Nigel Robertha,
UAE,اتحاد كلباء,2023-2024 .. 2024-2025,3,Michel Dreifke,,
UAE,اتحاد كلباء,2025-2026,3,Mohammad Mohebi,,
UAE,اتحاد كلباء,2022-2023,3,Yaser Alblooshi,,
UAE,اتحاد كلباء,2024-2025,2,C. Agbenyegah,Cornelius Agbenyegah,
UAE,اتحاد كلباء,2023-2024,2,Mohamad Alyammahi,,
UAE,اتحاد كلباء,2022-2023,2,Ahmed Amir,,
UAE,اتحاد كلباء,2023-2024,2,Andrés Vombergar,,
UAE,اتحاد كلباء,2022-2023,2,Brian Ramírez,,
UAE,اتحاد كلباء,2024-2025,2,Kouadjo Koffi,,
UAE,اتحاد كلباء,2024-2025,2,Rejan Alivoda,,
UAE,اتحاد كلباء,2025-2026,2,Renné Rivas,,
UAE,اتحاد كلباء,2022-2023 .. 2023-2024,2,Yacob Hassan Mohamed,,
UAE,اتحاد كلباء,2023-2024,1,A. Parra,,
UAE,اتحاد كلباء,2022-2023,1,G. Santini,,
UAE,اتحاد كلباء,2026-2027,1,K. Gunter,Koray Gunter | Koray Günter,
UAE,اتحاد كلباء,2022-2023,1,Khalid Al Shehhi,,
UAE,اتحاد كلباء,2025-2026,1,M. Abdulsalam,,
UAE,اتحاد كلباء,2023-2024,1,Mohamed Al Blooshi,Mohamed Alblooshi,
UAE,اتحاد كلباء,2022-2023,1,A. S. Mohameed,,
UAE,اتحاد كلباء,2022-2023,1,Abdoulay Diaby,,
UAE,اتحاد كلباء,2022-2023,1,Adel Al Chadli,,
UAE,اتحاد كلباء,2022-2023,1,Alexandru Cicâldău,,
UAE,اتحاد كلباء,2022-2023,1,B. Ramirez,,
UAE,اتحاد كلباء,2022-2023,1,Esa Ahmed Eisa Ali Mohamed Houti,,
UAE,اتحاد كلباء,2022-2023,1,H. Almansoori,,
UAE,اتحاد كلباء,2022-2023,1,K. Al Rezzi,,
UAE,اتحاد كلباء,2023-2024,1,Khalid Al Rezzi,,
UAE,اتحاد كلباء,2022-2023,1,Khalid Rashid Alzari,,
UAE,اتحاد كلباء,2022-2023,1,M. Subil,,
UAE,اتحاد كلباء,2022-2023,1,Mohamed Abdelrahman Almaazmi,,
UAE,اتحاد كلباء,2025-2026,1,Nemanja Jović,,
UAE,اتحاد كلباء,2025-2026,1,Yaser Al-Blooshi,,
UAE,اتحاد كلباء,2022-2023,1,Yaser Hassan,,
UAE,الإمارات,2022-2023 .. 2024-2025,84,Mohamed Jalal,,
UAE,الإمارات,2022-2023 .. 2023-2024,70,Ismail Al Hammadi,Ismail Al-Hammadi,
UAE,الإمارات,2023-2024 .. 2024-2025,65,Fahad Badr,,
UAE,الإمارات,2022-2023 .. 2024-2025,44,Marwan Fahad,Marwan Fahad Hamza,
UAE,الإمارات,2023-2024,31,Andrés Iniesta,,
UAE,الإمارات,2023-2024,26,Luan Martins,Luan De Oliveira Martins,
UAE,الإمارات,2023-2024,25,Feras Saleh,Feras Saleh Alkhaseebi,
UAE,الإمارات,2023-2024,24,Ahmed Eisa,Ahmad Essa Juma,
UAE,الإمارات,2023-2024,22,U. Vitas,Uroš Vitas,
UAE,الإمارات,2023-2024,21,Al Sanousi Al Hadi,,
UAE,الإمارات,2023-2024,21,Ebrahim Khamis,Ibrahim Khamis,
UAE,الإمارات,2023-2024 .. 2025-2026,19,Oumar Keita,,
UAE,الإمارات,2023-2024,18,Nizar Al Rashdan,Nizar Mahmoud Al-Rashdan,
UAE,الإمارات,2023-2024,18,Saud Al Hosani,Saud Alhosani,
UAE,الإمارات,2023-2024,17,Khalifa Abdullah,Khalifa Abdulla Mohammed,
UAE,الإمارات,2023-2024,16,Abdulla Al Nuaimi,Abdulla Alnuaimi,
UAE,الإمارات,2023-2024,16,Rashed Abdulla Suroor,Rashed Abdullah,
UAE,الإمارات,2023-2024,15,F. Kom,Franck Kom,
UAE,الإمارات,2023-2024,12,Salim Saif,Salem Al Rawahi,
UAE,الإمارات,2023-2024,11,Sultan Qasem,,
UAE,الإمارات,2023-2024,9,D. Sabi'a,Dia Saba,
UAE,الإمارات,2023-2024,9,Ibrahim Al Kaabi,,
UAE,الإمارات,2023-2024,5,P. Seyi,Philemon Seyi,
UAE,الإمارات,2023-2024,5,Yaqoub Eisa,Yaqoub Yuosif Abdulla Eisa,
UAE,الإمارات,2022-2023 .. 2023-2024,5,Ismail Al-Hammadi,,
UAE,الإمارات,2023-2024,5,Tariq Hassan,,
UAE,الإمارات,2023-2024,3,Diogo Acosta,,
UAE,الإمارات,2023-2024,3,P. Obradović,Pavle Obradovic,
UAE,الإمارات,2023-2024,3,Rashed Ebrahim Al Zaabi,Rashed Al-Zaabi,
UAE,الإمارات,2023-2024,3,D. Sabia,,
UAE,الإمارات,2022-2023 .. 2023-2024,3,Fahad Sabeel,,
UAE,الإمارات,2023-2024,3,Franck Kom,,
UAE,الإمارات,2023-2024,3,Salem Ali Ibrahim,,
UAE,الإمارات,2023-2024,3,Uroš Vitas,,
UAE,الإمارات,2023-2024,2,Marwan Ahmed,Ahmed Marwan,
UAE,الإمارات,2023-2024,2,Mohammed Khalil,,
UAE,الإمارات,2023-2024,2,Ahmad Essa Juma,,
UAE,الإمارات,2023-2024,2,Suhail Al Mutuwa,,
UAE,الإمارات,2023-2024,1,Ahmed Khamis,,
UAE,الإمارات,2023-2024,1,Dia Saba,,
UAE,الإمارات,2023-2024,1,Feras Saleh Alkhaseebi,,
UAE,الإمارات,2023-2024,1,Khalifa Abdulla Mohammed,,
UAE,الإمارات,2023-2024,1,Senousi Elhadi,,
UAE,البطائح,2022-2023 .. 2026-2027,130,S. Gassama,Sekou Gassama | Sékou Gassama,
UAE,البطائح,2022-2023 .. 2025-2026,129,A. Abang,Anatole Bertrand Abang,
UAE,البطائح,2022-2023 .. 2026-2027,126,Rafael Pereira,,
UAE,البطائح,2022-2023 .. 2024-2025,96,Abdulaziz Hussain,,
UAE,البطائح,2022-2023 .. 2025-2026,90,Alvaro de Oliveira,,
UAE,البطائح,2023-2024 .. 2026-2027,87,O. Keita,Oumar Keita,
UAE,البطائح,2023-2024 .. 2025-2026,87,U. Meleke,Ulrich Meleke,
UAE,البطائح,2022-2023 .. 2024-2025,79,Mohammed Ahmed,Mohamed Ahmed,
UAE,البطائح,2023-2024 .. 2024-2025,77,Álvaro de Oliveira,Alvaro de Oliveira,
UAE,البطائح,2022-2023 .. 2024-2025,75,Rashed Muhayer,,
UAE,البطائح,2022-2023 .. 2024-2025,73,Darwish Mohammad,Darwish bin Habib,
UAE,البطائح,2024-2025 .. 2026-2027,73,Neto,,
UAE,البطائح,2022-2023 .. 2024-2025,68,Ahmed Khalil,,
UAE,البطائح,2023-2024 .. 2025-2026,67,Diney Borges,,
UAE,البطائح,2022-2023 .. 2024-2025,63,Ahmed Al Zeyoudi,,
UAE,البطائح,2022-2023 .. 2023-2024,61,Mohamed Rashid Alhammadi,,
UAE,البطائح,2022-2023 .. 2024-2025,61,Zayed Ahmed,,
UAE,البطائح,2024-2025 .. 2026-2027,58,H. Hassan,Hamza Hassan | Haruna Hassan | Hossam Hassan,
UAE,البطائح,2023-2024 .. 2024-2025,58,Paulinho,,
UAE,البطائح,2024-2025 .. 2025-2026,57,Ivonei,,
UAE,البطائح,2022-2023 .. 2024-2025,51,Saif Rashid,,
UAE,البطائح,2023-2024 .. 2024-2025,50,Eisa Ahmed,Eisa Ahmed Hussain,
UAE,البطائح,2022-2023 .. 2024-2025,46,Mohammed Khalfan,,
UAE,البطائح,2022-2023 .. 2024-2025,44,Ibrahim Essa,Ibrahim Eisa,
UAE,البطائح,2023-2024 .. 2024-2025,43,Ahmed Sulaiman,Ahmed Al Zeyoudi,
UAE,البطائح,2022-2023 .. 2023-2024,42,Abdalla Al Refaey,Abdalla Alrefaey,
UAE,البطائح,2022-2023 .. 2024-2025,42,Rashid Abdalla,Rashid Suhail,
UAE,البطائح,2025-2026 .. 2026-2027,40,M. Jumaa,Mohammed Jumaa,
UAE,البطائح,2025-2026 .. 2026-2027,40,A. Al Zeyoudi,,
UAE,البطائح,2022-2023,38,João Novais,,
UAE,البطائح,2025-2026 .. 2026-2027,34,D. Borges,Diney Borges,
UAE,البطائح,2022-2023 .. 2023-2024,34,Fahad Sebil,Fahad Sabeel,
UAE,البطائح,2023-2024 .. 2025-2026,34,N. Clemente,Nicolas Clemente,
UAE,البطائح,2022-2023,34,Mohammed bin Yousef,,
UAE,البطائح,2022-2023 .. 2024-2025,34,Saud Khalil,,
UAE,البطائح,2025-2026 .. 2026-2027,32,M. Fahad,Marwan Fahad | Marwan Fahad Hamza,
UAE,البطائح,2024-2025 .. 2025-2026,31,A. Ganiev,Azizjon Ganiev,
UAE,البطائح,2023-2024 .. 2024-2025,31,Ismail Al Zaabi,Isamail Alzaabi,
UAE,البطائح,2025-2026,30,A. Mohmed,Ahmed Mohmed | Mohammad Abdulla,
UAE,البطائح,2022-2023 .. 2023-2024,29,Abdalla Abdulrahman,,
UAE,البطائح,2025-2026,29,Gian,Gianluca Muniz,
UAE,البطائح,2025-2026,29,A. Haikal,Abdulaziz Hussain,
UAE,البطائح,2022-2023,29,Artur Jorge,,
UAE,البطائح,2022-2023 .. 2024-2025,29,Eisa Ahmed Hussain,,
UAE,البطائح,2022-2023 .. 2025-2026,28,Hamad Mohamed,Humood Mubarak,
UAE,البطائح,2022-2023 .. 2023-2024,28,Saeed Suwaidan,,
UAE,البطائح,2025-2026,27,S. Khalil,Saud Khalil,
UAE,البطائح,2022-2023 .. 2023-2024,27,Hamad Al Balooshi,,
UAE,البطائح,2022-2023,27,Hamad Jasim,,
UAE,البطائح,2023-2024 .. 2025-2026,27,R. Muhayer,,
UAE,البطائح,2024-2025 .. 2025-2026,26,Ruan Santos,,
UAE,البطائح,2022-2023,25,Abdullah Yousef,,
UAE,البطائح,2025-2026 .. 2026-2027,25,I. Ali,,
UAE,البطائح,2024-2025,25,Mohamed Rashid,,
UAE,البطائح,2025-2026,24,S. Lega,Sekou Lega,
UAE,البطائح,2022-2023 .. 2025-2026,23,Anatole Bertrand Abang,,
UAE,البطائح,2022-2023,22,Haboush Saleh,,
UAE,البطائح,2024-2025,22,Hamad Mohammad,,
UAE,البطائح,2022-2023,21,Khamis Esmaeel,,
UAE,البطائح,2025-2026 .. 2026-2027,20,A. Al Ameri,Abdullrahman Al Amer,
UAE,البطائح,2022-2023 .. 2023-2024,20,Ahmed Murad,Ahmed Moosa Murad,
UAE,البطائح,2025-2026,20,H. Howaij,,
UAE,البطائح,2025-2026 .. 2026-2027,19,Adyson,,
UAE,البطائح,2024-2025,18,Mohammad Juma Eid,Mohammed Jumaa,
UAE,البطائح,2022-2023 .. 2025-2026,16,Ahmed Mohmed,Mohammad Abdulla,
UAE,البطائح,2025-2026,16,S. Juma,Saeed Juma,
UAE,البطائح,2022-2023,16,T. Phete,,
UAE,البطائح,2022-2023,15,Jeferson Douglas,,
UAE,البطائح,2023-2024 .. 2024-2025,14,Weberty Silva,,
UAE,البطائح,2025-2026 .. 2026-2027,14,S. Suleiman,Saeed Suleiman Salem,
UAE,البطائح,2022-2023,13,K. Bonsu,,
UAE,البطائح,2023-2024 .. 2025-2026,13,Mohammed Jumaa,,
UAE,البطائح,2023-2024,12,Abdulla Alnaqbi,,
UAE,البطائح,2022-2023 .. 2025-2026,12,Kayque Soares,,
UAE,البطائح,2022-2023 .. 2023-2024,11,Omar Ahmad Salem,Omar Ahmad Saleh,
UAE,البطائح,2022-2023 .. 2023-2024,11,S. Corr,Sainey Corr,
UAE,البطائح,2025-2026,10,A. Sulaiman,Ahmed Sulaiman,
UAE,البطائح,2025-2026,10,E. Marwan,,
UAE,البطائح,2024-2025,10,I. Šaranić,Ivan Šaranić,
UAE,البطائح,2025-2026,10,N. Dicko,Nouha Dicko,
UAE,البطائح,2022-2023,9,Natan Felipe,,
UAE,البطائح,2025-2026,8,M. Al Hammadi,,
UAE,البطائح,2023-2024 .. 2025-2026,8,Ulrich Meleke,,
UAE,البطائح,2025-2026,7,H. Saeed,Harith Saeed,
UAE,البطائح,2023-2024 .. 2024-2025,7,Hamad Al Baloushi,,
UAE,البطائح,2022-2023 .. 2025-2026,7,Rashid Muhayer,,
UAE,البطائح,2023-2024 .. 2025-2026,7,Sékou Gassama,,
UAE,البطائح,2022-2023,6,Ali Saeed Al Blooshi,,
UAE,البطائح,2025-2026,6,H. Awad,Hassan Awad,
UAE,البطائح,2024-2025,6,Mohamed Juma Moosa,Mohamed Juma,
UAE,البطائح,2023-2024 .. 2025-2026,6,Ibrahim Eisa,,
UAE,البطائح,2025-2026,5,L. Druille,,
UAE,البطائح,2022-2023,4,E. Kweku,,
UAE,البطائح,2023-2024 .. 2024-2025,4,Mohamed Ahmed,,
UAE,البطائح,2022-2023,4,Mohammed Ahmad,,
UAE,البطائح,2022-2023 .. 2023-2024,4,Sekou Gassama,,
UAE,البطائح,2025-2026,3,A. Rashtiya Saleh,Abdallah Saleh,
UAE,البطائح,2025-2026,3,A. Suliman,,
UAE,البطائح,2022-2023,3,Omar Ahmed,,
UAE,البطائح,2022-2023,3,Hamad Mohamed Jalal,,
UAE,البطائح,2022-2023,3,Khamis Esmail,,
UAE,البطائح,2022-2023,2,Hamza Nasib,,
UAE,البطائح,2022-2023,2,J. Hmura,,
UAE,البطائح,2023-2024,2,Khalid Ahmed,,
UAE,البطائح,2022-2023,2,A. Jorge,,
UAE,البطائح,2022-2023,2,A. Murad,,
UAE,البطائح,2022-2023,2,H. Nasser,,
UAE,البطائح,2022-2023,2,H. Yousuf,,
UAE,البطائح,2022-2023,2,Kwame Bonsu,,
UAE,البطائح,2023-2024,2,Mohamed Al Hammadi,,
UAE,البطائح,2022-2023,1,Abdallah Saleh,Abdulla Al-Naqbi,
UAE,البطائح,2023-2024,1,Humaid Ghareeb,,
UAE,البطائح,2025-2026,1,M. Abdulla,,
UAE,البطائح,2025-2026,1,M. Juma,,
UAE,البطائح,2022-2023,1,Mohammad Abdulla,,
UAE,البطائح,2023-2024,1,Salem Hassan,,
UAE,البطائح,2022-2023,1,Abdulla Al-Naqbi,,
UAE,البطائح,2022-2023,1,Ali Saeed Al-Blooshi,,
UAE,البطائح,2022-2023,1,Estine Kwaku,,
UAE,البطائح,2022-2023,1,Hamdan Naser Masoud,,
UAE,البطائح,2024-2025,1,Haruna Hassan,,
UAE,البطائح,2022-2023,1,J. Novais,,
UAE,البطائح,2022-2023,1,Mohamed Khalfan,,
UAE,البطائح,2022-2023,1,S. Suwaidan,,
UAE,البطائح,2024-2025,1,Saeed Juma,,
UAE,البطائح,2023-2024,1,Sainey Corr,,
UAE,الجزيرة الإماراتي,2022-2023 .. 2026-2027,134,Ahmed Mahmoud,,
UAE,الجزيرة الإماراتي,2022-2023 .. 2024-2025,133,Ali Mabkhout,,
UAE,الجزيرة الإماراتي,2022-2023 .. 2026-2027,131,Bruno,Bruno Oliveira,
UAE,الجزيرة الإماراتي,2022-2023 .. 2026-2027,127,M. Coulibaly,Mamadou Coulibaly,
UAE,الجزيرة الإماراتي,2022-2023 .. 2024-2025,110,O. Traoré,Oumar Traore,
UAE,الجزيرة الإماراتي,2022-2023 .. 2026-2027,108,Zayed Sultan,,
UAE,الجزيرة الإماراتي,2024-2025 .. 2026-2027,91,Vinicius Mello,,
UAE,الجزيرة الإماراتي,2022-2023 .. 2025-2026,85,Abdulla Idrees,,
UAE,الجزيرة الإماراتي,2022-2023 .. 2026-2027,85,R. Akonnor,Richard Akonnor,
UAE,الجزيرة الإماراتي,2024-2025 .. 2025-2026,80,N. Fekir,Nabil Fekir,
UAE,الجزيرة الإماراتي,2022-2023 .. 2026-2027,78,M. Rabii,Mohammed Rabii,
UAE,الجزيرة الإماراتي,2022-2023 .. 2024-2025,77,Khalifa Al Hammadi,,
UAE,الجزيرة الإماراتي,2023-2024 .. 2024-2025,77,N. Kebano,Neeskens Kebano,
UAE,الجزيرة الإماراتي,2022-2023 .. 2024-2025,76,Abdalla Ramadan,Abdallah Ramadan,
UAE,الجزيرة الإماراتي,2022-2023 .. 2025-2026,76,Ahmed Fawzi,Ahmad Fawzi Johar Faraj Abdalla,
UAE,الجزيرة الإماراتي,2022-2023 .. 2024-2025,75,Ali Khaseif,Ali Khasif,
UAE,الجزيرة الإماراتي,2022-2023 .. 2026-2027,74,A. Bencharki,Achraf Bencharki,
UAE,الجزيرة الإماراتي,2022-2023 .. 2025-2026,71,Khalfan Mubarak,,
UAE,الجزيرة الإماراتي,2022-2023 .. 2023-2024,71,T. Serero,Thulani Serero,
UAE,الجزيرة الإماراتي,2024-2025 .. 2026-2027,57,J. Geusens,Jay-Dee Geusens,
UAE,الجزيرة الإماراتي,2023-2024 .. 2024-2025,57,Hamdan Abdulrahman,,
UAE,الجزيرة الإماراتي,2022-2023 .. 2024-2025,56,Mohammed Al Attas,Mohamed Omar Al Attas,
UAE,الجزيرة الإماراتي,2022-2023 .. 2024-2025,55,Zayed Al Ameri,,
UAE,الجزيرة الإماراتي,2022-2023 .. 2024-2025,49,Abdullrahman Al Ameri,Abdullrahman Al Amer,
UAE,الجزيرة الإماراتي,2022-2023 .. 2024-2025,49,Mubarak Zamah,Mubarak Ahmed | Mubarak Banizamah Ahmed,
UAE,الجزيرة الإماراتي,2024-2025 .. 2026-2027,45,R. Tagir,Ravil Tagir,
UAE,الجزيرة الإماراتي,2022-2023 .. 2026-2027,42,A. Ramadan,Abdallah Ramadan | Abdelrahman Ramadan,
UAE,الجزيرة الإماراتي,2024-2025 .. 2025-2026,40,I. Lagrimi,Ilyass Lagrimi,
UAE,الجزيرة الإماراتي,2023-2024,39,Fernando,,
UAE,الجزيرة الإماراتي,2025-2026 .. 2026-2027,38,Willyan Rocha,,
UAE,الجزيرة الإماراتي,2022-2023,37,F. Tănase,Florin Tănase,
UAE,الجزيرة الإماراتي,2024-2025 .. 2025-2026,36,M. Elneny,Mohamed Elneny,
UAE,الجزيرة الإماراتي,2024-2025 .. 2026-2027,36,M. Meloni,Marcus Meloni,
UAE,الجزيرة الإماراتي,2023-2024,36,Pozuelo,Alejandro Pozuelo,
UAE,الجزيرة الإماراتي,2022-2023 .. 2023-2024,35,Mohammed Jamal,Mohamed Jamal,
UAE,الجزيرة الإماراتي,2024-2025,33,R. Miérez,Ramón Miérez,
UAE,الجزيرة الإماراتي,2024-2025 .. 2025-2026,32,Mohamed Elneny,,
UAE,الجزيرة الإماراتي,2025-2026 .. 2026-2027,32,S. Banza,Simon Banza,
UAE,الجزيرة الإماراتي,2024-2025,31,Bruno Conceição,Bruno | Bruno Oliveira,
UAE,الجزيرة الإماراتي,2022-2023 .. 2026-2027,31,A. Khaseif,Ali Khaseif | Ali Khasif,
UAE,الجزيرة الإماراتي,2022-2023 .. 2024-2025,29,Abdullla Alhammadi,Abdulla Al Hammadi | Abulla Alhammadi,
UAE,الجزيرة الإماراتي,2025-2026 .. 2026-2027,29,N. Vukic,Nikola Vukić,
UAE,الجزيرة الإماراتي,2025-2026 .. 2026-2027,29,S. Lekovic,,
UAE,الجزيرة الإماراتي,2025-2026 .. 2026-2027,28,Milson,,
UAE,الجزيرة الإماراتي,2024-2025,25,S. Leković,Stojan Leković,
UAE,الجزيرة الإماراتي,2022-2023 .. 2026-2027,23,M. Al Attas,Mohamed Omar Al Attas | Mohammed Al Attas,
UAE,الجزيرة الإماراتي,2023-2024 .. 2024-2025,23,N. Vukić,Nikola Vukić,
UAE,الجزيرة الإماراتي,2022-2023 .. 2023-2024,20,Ahmed Al Attas,,
UAE,الجزيرة الإماراتي,2025-2026 .. 2026-2027,20,I. Adel,Ibrahim Adel,
UAE,الجزيرة الإماراتي,2023-2024,20,K. Rekik,Karim Rekik,
UAE,الجزيرة الإماراتي,2023-2024,19,A. Kamara,Aboubakar Kamara,
UAE,الجزيرة الإماراتي,2025-2026 .. 2026-2027,18,A. Al Memari,,
UAE,الجزيرة الإماراتي,2025-2026 .. 2026-2027,18,M. Jatta,Momodou Jatta,
UAE,الجزيرة الإماراتي,2025-2026 .. 2026-2027,17,O. Traore,O. Traoré | Oumar Traore,
UAE,الجزيرة الإماراتي,2022-2023 .. 2025-2026,17,Mamadou Coulibaly,,
UAE,الجزيرة الإماراتي,2025-2026,16,N. Aberdin,Nabil Aberdin,
UAE,الجزيرة الإماراتي,2022-2023 .. 2023-2024,16,Nawaf Dhawi,,
UAE,الجزيرة الإماراتي,2025-2026 .. 2026-2027,15,Igor Serrote,,
UAE,الجزيرة الإماراتي,2022-2023,15,F. Novák,,
UAE,الجزيرة الإماراتي,2023-2024 .. 2024-2025,13,Ali Almemari,Ali Mohamed Saeed Mohamed Abdulla Almemari,
UAE,الجزيرة الإماراتي,2024-2025,13,Mohamed Al Wafi,Mohamed Alwafi | Mohmed Alwafi,
UAE,الجزيرة الإماراتي,2024-2025 .. 2025-2026,13,Nabil Fekir,,
UAE,الجزيرة الإماراتي,2022-2023,12,Aymen Hussein,,
UAE,الجزيرة الإماراتي,2025-2026,12,A. A. Alhammadi,,
UAE,الجزيرة الإماراتي,2024-2025,11,Yousif Almarzooqi,,
UAE,الجزيرة الإماراتي,2024-2025 .. 2025-2026,11,Ramón Miérez,,
UAE,الجزيرة الإماراتي,2025-2026,10,A. Al Hammadi,,
UAE,الجزيرة الإماراتي,2022-2023 .. 2024-2025,10,C. Ocoró,Carlos Ocoró,
UAE,الجزيرة الإماراتي,2023-2024 .. 2025-2026,10,H. Abdulrahman,Hamdan Abdulrahman,
UAE,الجزيرة الإماراتي,2024-2025,10,Vitão,Vitor Vargas,
UAE,الجزيرة الإماراتي,2022-2023 .. 2025-2026,9,Mohammed Rabii,,
UAE,الجزيرة الإماراتي,2023-2024,8,C. van Bohemen,Chahine Van Bohemen,
UAE,الجزيرة الإماراتي,2025-2026,8,K. Koblan,Koffi Koblan,
UAE,الجزيرة الإماراتي,2022-2023,8,Rakaan Waleed,Rakan Waleed,
UAE,الجزيرة الإماراتي,2023-2024 .. 2025-2026,8,Richard Akonnor,,
UAE,الجزيرة الإماراتي,2025-2026,7,M. Alwafi,Mohmed Alwafi,
UAE,الجزيرة الإماراتي,2025-2026,7,Z. Fadaaq,Zayed Fadaaq,
UAE,الجزيرة الإماراتي,2023-2024 .. 2025-2026,7,Bruno Oliveira,,
UAE,الجزيرة الإماراتي,2025-2026,6,A. Bougma,Appolinaire Bougma,
UAE,الجزيرة الإماراتي,2025-2026,6,M. Atiq,Mohammad Yousuf Ahmad,
UAE,الجزيرة الإماراتي,2022-2023 .. 2025-2026,6,Abdallah Ramadan,,
UAE,الجزيرة الإماراتي,2025-2026,5,E. Sagna,Elias Sagna,
UAE,الجزيرة الإماراتي,2025-2026,5,Y. Zahli,,
UAE,الجزيرة الإماراتي,2022-2023,5,Yousef Ayman,Yousef Farahat,
UAE,الجزيرة الإماراتي,2023-2024,5,Alejandro Pozuelo,,
UAE,الجزيرة الإماراتي,2022-2023 .. 2024-2025,5,Ali Khasif,,
UAE,الجزيرة الإماراتي,2023-2024,5,Karim Rekik,,
UAE,الجزيرة الإماراتي,2024-2025 .. 2025-2026,5,Khalifa Al-Hammadi,,
UAE,الجزيرة الإماراتي,2025-2026,4,J. Mendy,Jean Mendy,
UAE,الجزيرة الإماراتي,2023-2024 .. 2024-2025,4,Neeskens Kebano,,
UAE,الجزيرة الإماراتي,2026-2027,3,E. Destanoglu,E. Destanoğlu,
UAE,الجزيرة الإماراتي,2026-2027,3,Malcom,,
UAE,الجزيرة الإماراتي,2026-2027,3,N. Mujkic,,
UAE,الجزيرة الإماراتي,2022-2023,3,Nawaf Al-Harthi,Nawwaf Al Harthi,
