league,team_ar,seasons,appearances,player_en,full_name_en,player_ar
UAE,الجزيرة الإماراتي,2026-2027,3,S. Malkocoglu,S. Malkoçoğlu,
UAE,الجزيرة الإماراتي,2022-2023,3,Florin Tănase,,
UAE,الجزيرة الإماراتي,2024-2025 .. 2025-2026,3,Ilyass Lagrimi,,
UAE,الجزيرة الإماراتي,2024-2025 .. 2025-2026,3,Jay-Dee Geusens,,
UAE,الجزيرة الإماراتي,2022-2023,3,Khalifa Alhammadi,,
UAE,الجزيرة الإماراتي,2023-2024 .. 2024-2025,3,Oumar Traore,,
UAE,الجزيرة الإماراتي,2025-2026,3,Simon Banza,,
UAE,الجزيرة الإماراتي,2023-2024,2,Abdulla Al Hashmi,Abdulla Mohamed,
UAE,الجزيرة الإماراتي,2023-2024,2,Abdullah Khairi,,
UAE,الجزيرة الإماراتي,2023-2024,2,Hamad Al Menhali,,
UAE,الجزيرة الإماراتي,2024-2025,2,M. Gassama,Mamadou Gassama,
UAE,الجزيرة الإماراتي,2023-2024,2,N. Hermann,Hermann Behiratche,
UAE,الجزيرة الإماراتي,2023-2024,2,Zayed Khamis,Zayed Khamis Alsheedi,
UAE,الجزيرة الإماراتي,2025-2026,2,Nabil Aberdin,,
UAE,الجزيرة الإماراتي,2024-2025 .. 2025-2026,2,Nikola Vukić,,
UAE,الجزيرة الإماراتي,2026-2027,1,A. Dennis,,
UAE,الجزيرة الإماراتي,2023-2024,1,Abdulla Jaafar,,
UAE,الجزيرة الإماراتي,2025-2026,1,L. Gulzar,,
UAE,الجزيرة الإماراتي,2022-2023,1,Samer Farid,,
UAE,الجزيرة الإماراتي,2025-2026,1,Y. Almarzooqi,,
UAE,الجزيرة الإماراتي,2023-2024,1,Abdullrahman Al Amer,,
UAE,الجزيرة الإماراتي,2022-2023,1,Filip Novák,,
UAE,الجزيرة الإماراتي,2022-2023,1,S. R. Obaid,,
UAE,الشارقة,2022-2023 .. 2026-2027,169,O. Camara,Ousmane Camara,
UAE,الشارقة,2022-2023 .. 2026-2027,149,Caio Lucas,Caio,
UAE,الشارقة,2022-2023 .. 2024-2025,133,Luanzinho,Luan Pereira,
UAE,الشارقة,2022-2023 .. 2024-2025,112,F. Ben Arbi,Firas Ben Al Arbi | Mohamed Ben Larbi,
UAE,الشارقة,2022-2023 .. 2025-2026,105,Marcus Meloni,,
UAE,الشارقة,2022-2023 .. 2025-2026,101,Majid Rashid,,
UAE,الشارقة,2022-2023 .. 2024-2025,91,Paco Alcácer,,
UAE,الشارقة,2023-2024 .. 2026-2027,90,Khaled Ebraheim,Khaled Aldhanhani,
UAE,الشارقة,2022-2023 .. 2024-2025,87,Khalid Bawazir,Khaled Bawazir,
UAE,الشارقة,2022-2023 .. 2025-2026,81,Mohammad Abdulbasit,,
UAE,الشارقة,2022-2023 .. 2025-2026,76,Adel Al Hosani,,
UAE,الشارقة,2022-2023 .. 2024-2025,74,Majid Surour,Majed Suroor,
UAE,الشارقة,2022-2023 .. 2024-2025,74,Salem Sultan,Sultan Al Sharjee Saleem,
UAE,الشارقة,2022-2023 .. 2025-2026,70,Majed Hassan,,
UAE,الشارقة,2023-2024 .. 2025-2026,67,Cho Yu-Min,Yu-min Cho | Yu-min Jo,
UAE,الشارقة,2022-2023 .. 2023-2024,67,M. Pjanić,Miralem Pjanić,
UAE,الشارقة,2022-2023 .. 2024-2025,58,Salem Saleh,Abdulaziz Salem,
UAE,الشارقة,2022-2023 .. 2023-2024,58,Sebastián Tagliabúe,Sebastian Tagliabue,
UAE,الشارقة,2022-2023 .. 2026-2027,56,Luan Pereira,,
UAE,الشارقة,2023-2024 .. 2024-2025,52,M. Katinić,Maro Katinić,
UAE,الشارقة,2023-2024 .. 2024-2025,50,Alhasan Saleh,,
UAE,الشارقة,2025-2026 .. 2026-2027,48,Igor Coronado,,
UAE,الشارقة,2025-2026 .. 2026-2027,45,F. Ben Larbi,Firas Ben Al Arbi | Mohamed Ben Larbi,
UAE,الشارقة,2022-2023 .. 2024-2025,44,Hamad Fahad,Hamad Fahad Mousa Ibrahim Almaazmi,
UAE,الشارقة,2022-2023 .. 2026-2027,41,M. Hassan,Majed Hassan,
UAE,الشارقة,2022-2023 .. 2023-2024,41,Al Hassan Saleh,,
UAE,الشارقة,2023-2024 .. 2024-2025,40,Abdalla Ghanim,,
UAE,الشارقة,2025-2026 .. 2026-2027,39,Biro,,
UAE,الشارقة,2024-2025,37,Guilherme Biro,,
UAE,الشارقة,2023-2024 .. 2024-2025,37,Khaled Tawhid,,
UAE,الشارقة,2022-2023 .. 2026-2027,37,M. Suroor,Majed Suroor,
UAE,الشارقة,2024-2025 .. 2026-2027,36,H. Suhail,Hareb Abdullah Suhail | Harib Suhail,
UAE,الشارقة,2023-2024,36,M. Marega,Moussa Marega,
UAE,الشارقة,2022-2023 .. 2023-2024,36,K. Manolas,Konstantinos Manolas,
UAE,الشارقة,2024-2025,31,D. Petrović,David Petrović,
UAE,الشارقة,2022-2023,31,Khaled Al Dhanhani,Khaled Aldhanhani,
UAE,الشارقة,2023-2024 .. 2024-2025,31,Shaheen Abdalla,Shahin Abdulrahman,
UAE,الشارقة,2024-2025,31,T. Conraad,Tyrone Conraad,
UAE,الشارقة,2024-2025,30,D. Nejašmić,Darko Nejašmić,
UAE,الشارقة,2023-2024 .. 2024-2025,30,Dhari Fahad,Dhari Fahad Al-Maazmi,
UAE,الشارقة,2022-2023 .. 2024-2025,29,Mayed Muhsin,Mayed Mohsin,
UAE,الشارقة,2025-2026 .. 2026-2027,28,M. Katinic,Maro Katinić,
UAE,الشارقة,2025-2026,27,A. Ghanim,,
UAE,الشارقة,2025-2026,26,D. Mohamed,Darwish bin Habib,
UAE,الشارقة,2022-2023 .. 2025-2026,26,S. Abdulrahman,,
UAE,الشارقة,2022-2023,25,Shaheen Abdulrahman,Shahin Abdulrahman,
UAE,الشارقة,2022-2023,23,Djaniny,,
UAE,الشارقة,2025-2026,22,M. Rashid,Majid Rashid,
UAE,الشارقة,2025-2026,22,V. Prijovic,Vladimir Prijović,
UAE,الشارقة,2022-2023 .. 2025-2026,22,Caio,,
UAE,الشارقة,2025-2026 .. 2026-2027,21,Leandrinho,,
UAE,الشارقة,2025-2026,21,F. Fetai,Feta Fetai,
UAE,الشارقة,2022-2023 .. 2023-2024,21,Saeed Al Kaabi,,
UAE,الشارقة,2025-2026,19,R. Manaj,Rey Manaj,
UAE,الشارقة,2023-2024 .. 2024-2025,19,Abdelaziz Alkaabi,Abdelaziz Salem Ali | Abdulaziz Salem,
UAE,الشارقة,2022-2023 .. 2023-2024,19,Abdullah Ghanim,,
UAE,الشارقة,2022-2023 .. 2025-2026,19,Khaled Aldhanhani,,
UAE,الشارقة,2025-2026 .. 2026-2027,18,K. Tawhid,Khaled Tawhid,
UAE,الشارقة,2022-2023 .. 2025-2026,18,Majed Suroor,,
UAE,الشارقة,2025-2026 .. 2026-2027,15,A. Sarshogh,Arshia Sarshogh,
UAE,الشارقة,2022-2023 .. 2025-2026,15,Shahin Abdulrahman,,
UAE,الشارقة,2025-2026,14,S. Al Saadi,,
UAE,الشارقة,2025-2026,13,M. Saeed,,
UAE,الشارقة,2022-2023,12,M. Diop,,
UAE,الشارقة,2025-2026,11,S. Guarirapa,Saúl Guarirapa,
UAE,الشارقة,2023-2024 .. 2024-2025,11,Mayed Saeed,,
UAE,الشارقة,2023-2024 .. 2025-2026,10,Maro Katinić,,
UAE,الشارقة,2026-2027,9,Julimar,,
UAE,الشارقة,2022-2023,9,Abdulaziz Al Kaabi,Abdelaziz Salem Ali | Abdulaziz Salem,
UAE,الشارقة,2025-2026 .. 2026-2027,8,M. Muhsin,Mayed Mohsin,
UAE,الشارقة,2023-2024 .. 2024-2025,7,Khalifa Sembaij,,
UAE,الشارقة,2025-2026 .. 2026-2027,7,S. Al Kaabi,Saif Al Kaabi,
UAE,الشارقة,2022-2023 .. 2025-2026,7,Firas Ben Al Arbi,,
UAE,الشارقة,2022-2023 .. 2025-2026,7,Ousmane Camara,,
UAE,الشارقة,2025-2026,6,A. Al Hadidi,Ali Alhadidi,
UAE,الشارقة,2026-2027,6,C. Pickel,,
UAE,الشارقة,2025-2026,6,H. Fahad,Hamad Fahad | Hamad Fahad Mousa Ibrahim Almaazmi,
UAE,الشارقة,2024-2025,6,L. Dajaku,Leon Dajaku,
UAE,الشارقة,2025-2026 .. 2026-2027,5,F. Jasim,Fahd Jassim,
UAE,الشارقة,2022-2023 .. 2023-2024,5,Miralem Pjanić,,
UAE,الشارقة,2026-2027,4,Agner,,
UAE,الشارقة,2023-2024,4,Ali Tahir,,
UAE,الشارقة,2023-2024 .. 2024-2025,4,Matar Zaal,,
UAE,الشارقة,2022-2023 .. 2025-2026,4,Rayan Yaslam,,
UAE,الشارقة,2024-2025 .. 2026-2027,4,David Petrović,,
UAE,الشارقة,2023-2024,4,Konstantinos Manolas,,
UAE,الشارقة,2022-2023 .. 2025-2026,4,Sultan Al Sharjee Saleem,,
UAE,الشارقة,2025-2026,3,D. Fahad,Dhari Fahad | Dhari Fahad Al-Maazmi,
UAE,الشارقة,2026-2027,3,Leo Silva,,
UAE,الشارقة,2023-2024,3,Abdelaziz Salem Ali,,
UAE,الشارقة,2022-2023,3,Kōnstantinos Manōlas,,
UAE,الشارقة,2025-2026,2,A. Zaal,,
UAE,الشارقة,2024-2025,2,Abdalla Zaal,Abdalla Zaal Matar Khamis Al Shamsi,
UAE,الشارقة,2023-2024 .. 2024-2025,2,Abdelrahman Murad,,
UAE,الشارقة,2022-2023,2,M. Pjanic,,
UAE,الشارقة,2022-2023 .. 2023-2024,2,Sebastian Tagliabue,,
UAE,الشارقة,2024-2025 .. 2025-2026,2,Yu-min Cho,,
UAE,الشارقة,2023-2024,2,Yu-min Jo,,
UAE,الشارقة,2025-2026,1,A. Alhadidi,,
UAE,الشارقة,2022-2023,1,Abdallah Al Hamadi,Abdallah Ibrahim Al Hamadi,
UAE,الشارقة,2024-2025,1,Abdel Rahman Jani,,
UAE,الشارقة,2024-2025,1,Badir Al Suwaidi,Badir Al-Suwaidi,
UAE,الشارقة,2026-2027,1,C. Andre,,
UAE,الشارقة,2025-2026,1,D. Costa,,
UAE,الشارقة,2024-2025,1,Hamdan Al Hammadi,,
UAE,الشارقة,2023-2024,1,M. Soumah,Mohamed Soumah,
UAE,الشارقة,2025-2026,1,M. Zaal,,
UAE,الشارقة,2025-2026,1,N. Al Yassi,,
UAE,الشارقة,2024-2025,1,A. Shaheen Abdalla,,
UAE,الشارقة,2022-2023,1,K. Ebraheim,,
UAE,الشارقة,2022-2023,1,P. Alcacer,,
UAE,الشارقة,2022-2023,1,S. Saleh,,
UAE,الشارقة,2025-2026,1,Saúl Guarirapa,,
UAE,الظفرة,2022-2023 .. 2024-2025,81,Mohamed Al Junaibi,Mohamed Ismail,
UAE,الظفرة,2022-2023 .. 2024-2025,69,Ali Eid Ghumail,Ali Eid,
UAE,الظفرة,2022-2023 .. 2024-2025,69,Khalid Butti,Khalid Al Zaabi,
UAE,الظفرة,2022-2023 .. 2026-2027,61,Z. Mohammed,Zackariah Mohammed,
UAE,الظفرة,2022-2023 .. 2025-2026,57,K. El Berkaoui,Karim El Berkaoui,
UAE,الظفرة,2022-2023 .. 2026-2027,56,L. Amesimeku,Leonard Offoe Amesimeku,
UAE,الظفرة,2022-2023 .. 2024-2025,55,Waleed Ambar,,
UAE,الظفرة,2022-2023 .. 2024-2025,50,Abdulla Al Qamish,Abdullah Al-Qumaish,
UAE,الظفرة,2025-2026 .. 2026-2027,45,M. El Khaloui,Mohamed El Khaloui,
UAE,الظفرة,2022-2023,42,M. Rayhi,,
UAE,الظفرة,2025-2026 .. 2026-2027,42,R. Djooh,Rostand Djooh,
UAE,الظفرة,2025-2026 .. 2026-2027,41,Marcelinho,,
UAE,الظفرة,2025-2026 .. 2026-2027,40,Jobson,,
UAE,الظفرة,2022-2023 .. 2023-2024,39,Tiago,Tiago Leonço,
UAE,الظفرة,2025-2026 .. 2026-2027,38,Serafim,,
UAE,الظفرة,2025-2026,37,K. Ibrahim,,
UAE,الظفرة,2022-2023 .. 2023-2024,37,Abdullah Sultan,,
UAE,الظفرة,2022-2023,36,W. Karoui,,
UAE,الظفرة,2025-2026 .. 2026-2027,34,A. Al Karbi,Abdulla Al Karbi | Abdullah Al Karbi,
UAE,الظفرة,2025-2026 .. 2026-2027,34,M. Al Harbi,Mansoor Al-Harbi | Mansor Al Harbi | Moteb Al-Harbi,
UAE,الظفرة,2025-2026 .. 2026-2027,33,R. Yaslam,,
UAE,الظفرة,2022-2023,31,Cláudio,,
UAE,الظفرة,2022-2023,31,Hamad Al Marzoqi,,
UAE,الظفرة,2025-2026 .. 2026-2027,30,A. Al Sayed,Amjad Al-Sayed,
UAE,الظفرة,2022-2023,29,Sultan Al Ghafri,,
UAE,الظفرة,2025-2026 .. 2026-2027,29,E. Noumonvi,Ezeckiel Noumonvi,
UAE,الظفرة,2025-2026,28,A. Sultan,Abdullah Sultan,
UAE,الظفرة,2025-2026,28,M. Rabja,Mouhcine Rabja,
UAE,الظفرة,2025-2026,25,A. Soussi,,
UAE,الظفرة,2025-2026,24,F. Saleh,Feras Saleh Alkhaseebi,
UAE,الظفرة,2022-2023,22,Mansor Al Harbi,Mansoor Al-Harbi,
UAE,الظفرة,2022-2023,21,G. Milanov,,
UAE,الظفرة,2025-2026 .. 2026-2027,21,S. Al Zaabi,Sultan Alzaabi,
UAE,الظفرة,2022-2023 .. 2023-2024,20,Isamail Alzaabi,,
UAE,الظفرة,2025-2026 .. 2026-2027,20,Y. Al Marzouqi,,
UAE,الظفرة,2025-2026,18,J. Gudmundsson,Jóhann Guðmundsson,
UAE,الظفرة,2025-2026,18,Y. Ayman,Yousef Ayman | Yousef Farahat,
UAE,الظفرة,2022-2023,16,Lucas Cândido,,
UAE,الظفرة,2025-2026,16,I. Bayesh,Ibrahim Bayesh,
UAE,الظفرة,2025-2026,15,A. Fadaq,,
UAE,الظفرة,2022-2023,14,M. te Vrede,,
UAE,الظفرة,2022-2023,14,Mohamed Saif,,
UAE,الظفرة,2025-2026,13,I. Al Hosani,,
UAE,الظفرة,2025-2026,13,Z. Al Ameri,,
UAE,الظفرة,2022-2023 .. 2023-2024,10,Abdulla Al Hammadi,Abdallah Ibrahim Al Hamadi,
UAE,الظفرة,2022-2023 .. 2026-2027,10,K. Bawazir,Khaled Bawazir | Khalid Bawazir,
UAE,الظفرة,2022-2023,9,Ibrahim Mohamed Al Hammadi,,
UAE,الظفرة,2025-2026,9,Rangel,Vinicius Rangel,
UAE,الظفرة,2022-2023,8,Ibrahim Abdulla,,
UAE,الظفرة,2022-2023,7,Hamdan Mohamed,,
UAE,الظفرة,2025-2026,7,Vittor Moura,Vitinho,
UAE,الظفرة,2022-2023,6,Hareb Alhosani,,
UAE,الظفرة,2026-2027,6,S. Kaba,,
UAE,الظفرة,2025-2026,6,Vittor Richardh,,
UAE,الظفرة,2026-2027,5,D. Mendy,,
UAE,الظفرة,2025-2026 .. 2026-2027,5,A. Batal,Abdullah Batal,
UAE,الظفرة,2022-2023,5,Bi Gole Djehi,,
UAE,الظفرة,2022-2023,5,H. Behiratche,Hermann Behiratche,
UAE,الظفرة,2025-2026,5,I. Abdulla,,
UAE,الظفرة,2022-2023,5,Ibrahim Abdulla Alhosani,,
UAE,الظفرة,2025-2026 .. 2026-2027,5,M. Alhammadi,,
UAE,الظفرة,2026-2027,5,R. Lushkja,,
UAE,الظفرة,2025-2026,5,Ze Welinton,,
UAE,الظفرة,2026-2027,4,Samir Caetano,,
UAE,الظفرة,2025-2026,4,Vinicius Lima Serafim,,
UAE,الظفرة,2026-2027,3,Arielson,,
UAE,الظفرة,2025-2026,3,F. Al Khaseebi,,
UAE,الظفرة,2025-2026 .. 2026-2027,3,M. S. Zayid,,
UAE,الظفرة,2022-2023,3,Tareq Al Khodaim,,
UAE,الظفرة,2022-2023 .. 2025-2026,3,Leonard Offoe Amesimeku,,
UAE,الظفرة,2022-2023,3,Mohamed Rayhi,,
UAE,الظفرة,2025-2026,3,Mouhcine Rabja,,
UAE,الظفرة,2026-2027,2,A. Ben Fajria,,
UAE,الظفرة,2022-2023,2,Eissa Al Otaiba,,
UAE,الظفرة,2025-2026,2,Rodriguinho,,
UAE,الظفرة,2022-2023,2,Saeed Al Kathiri,,
UAE,الظفرة,2022-2023,2,Sultan Al Suwaidi,,
UAE,الظفرة,2025-2026,2,Abderahmane Soussi,,
UAE,الظفرة,2025-2026,2,Ezeckiel Noumonvi,,
UAE,الظفرة,2022-2023,2,Sultan Al Ghaferi,,
UAE,الظفرة,2025-2026,1,A. Al Hajeri,Ammar Al Hajeri,
UAE,الظفرة,2022-2023,1,Hassan Abdalla,,
UAE,الظفرة,2025-2026,1,M. Suwareh,Muhamed Suwareh,
UAE,الظفرة,2022-2023,1,Saleh Al Hosani,,
UAE,الظفرة,2022-2023,1,Georgi Milanov,,
UAE,الظفرة,2025-2026,1,Ibrahim Bayesh,,
UAE,الظفرة,2022-2023,1,Isamail Omar Alzaabi,,
UAE,الظفرة,2022-2023,1,K. Al Zaabi,,
UAE,الظفرة,2022-2023,1,K. Khamis,,
UAE,الظفرة,2025-2026,1,Karim El Berkaoui,,
UAE,الظفرة,2022-2023,1,Khalid Ali Aldarmaki,,
UAE,الظفرة,2022-2023,1,L. Candido,,
UAE,الظفرة,2022-2023,1,Lucas Candido,,
UAE,الظفرة,2025-2026,1,Mohamed El Khaloui,,
UAE,الظفرة,2025-2026,1,Rostand Djooh,,
UAE,الظفرة,2022-2023,1,Walid Karoui,,
UAE,العروبة الإماراتي,2023-2024 .. 2024-2025,56,P. Boumal,Petrus Boumal,
UAE,العروبة الإماراتي,2024-2025,43,Khalid Yahya,,
UAE,العروبة الإماراتي,2024-2025,35,D. Salaudeen,Damilare Adigun,
UAE,العروبة الإماراتي,2024-2025,33,S. Jolacić,Sinisa Jolacic,
UAE,العروبة الإماراتي,2024-2025,31,Lucas Mezenga,,
UAE,العروبة الإماراتي,2024-2025,31,Eisa Al Maazmi,Eisa Ali Abass,
UAE,العروبة الإماراتي,2024-2025,29,Salem Suleiman,Salem Suliman,
UAE,العروبة الإماراتي,2024-2025,28,T. Traore,Tiecoura Traore,
UAE,العروبة الإماراتي,2023-2024 .. 2024-2025,26,P. Ulises,Patricio Ulises,
UAE,العروبة الإماراتي,2024-2025,24,Abdalla Yousif,Abdullah Yousef,
UAE,العروبة الإماراتي,2024-2025,23,Hamid Yahya,,
UAE,العروبة الإماراتي,2024-2025,21,V. Solomon-Otabor,Solomon-Otabor Viv,
UAE,العروبة الإماراتي,2024-2025,20,B. Trawally,Bubacarr Trawally,
UAE,العروبة الإماراتي,2024-2025,19,G. Kack,Appolinaire Kack,
UAE,العروبة الإماراتي,2024-2025,19,M. Azadi,Mohammad Reza Azadi,
UAE,العروبة الإماراتي,2024-2025,17,S. González,Sebastián González,
UAE,العروبة الإماراتي,2024-2025,17,Y. Olatunji,Yusuf Olatunji,
UAE,العروبة الإماراتي,2024-2025,15,Héber,,
UAE,العروبة الإماراتي,2024-2025,15,Talal Khameis,Talal Khameis Jouhar Saeed Alyammahi,
UAE,العروبة الإماراتي,2024-2025,14,Bader Rashed,,
UAE,العروبة الإماراتي,2024-2025,14,Paulo Ricardo,,
UAE,العروبة الإماراتي,2022-2023 .. 2024-2025,13,Jamal Abdullah,,
UAE,العروبة الإماراتي,2023-2024 .. 2024-2025,11,Petrus Boumal,,
UAE,العروبة الإماراتي,2024-2025,6,Rashed Salem,Rashid Mubarak,
UAE,العروبة الإماراتي,2024-2025,5,Sultan Fayez,Sultan Fayez Ahmed,
UAE,العروبة الإماراتي,2024-2025,5,Appolinaire Kack,,
UAE,العروبة الإماراتي,2024-2025,4,Ahmed Adnan,,
UAE,العروبة الإماراتي,2024-2025,4,Mohannad Khameis,Mohanad Khamis Obaid,
UAE,العروبة الإماراتي,2024-2025,3,Patricio Ulises,,
UAE,العروبة الإماراتي,2024-2025,2,Ahmed Essa,Ahmad Essa Juma,
UAE,العروبة الإماراتي,2024-2025,2,Ali Khamis,,
UAE,العروبة الإماراتي,2024-2025,2,Faisal Khameis,,
UAE,العروبة الإماراتي,2024-2025,2,Damilare Adigun,,
UAE,العروبة الإماراتي,2024-2025,2,Mohammad Reza Azadi,,
UAE,العروبة الإماراتي,2024-2025,2,Tiecoura Traore,,
UAE,العروبة الإماراتي,2024-2025,2,Yusuf Olatunji,,
UAE,العروبة الإماراتي,2024-2025,1,Bubacarr Trawally,,
UAE,العروبة الإماراتي,2024-2025,1,Sinisa Jolacic,,
UAE,العروبة الإماراتي,2024-2025,1,Solomon-Otabor Viv,,
UAE,العين,2022-2023 .. 2026-2027,215,K. Laba,Kodjo Fo Doh Laba,
UAE,العين,2022-2023 .. 2026-2027,164,S. Rahimi,Soufiane Rahimi,
UAE,العين,2022-2023 .. 2026-2027,141,M. Palacios,Matías Palacios,
UAE,العين,2022-2023 .. 2025-2026,98,Ahmed Barman,,
UAE,العين,2022-2023 .. 2024-2025,95,Bandar Al Ahbabi,,
UAE,العين,2022-2023 .. 2025-2026,94,Erik,Erik Jorgens de Menezes,
UAE,العين,2022-2023 .. 2024-2025,87,Jonatas Santos,,
UAE,العين,2022-2023 .. 2024-2025,85,Khalid Al Baloushi,Khaled Al-Blooshi | Khaled Ali Al Baloushi,
UAE,العين,2022-2023 .. 2025-2026,83,Yahia Nader,,
UAE,العين,2022-2023 .. 2024-2025,81,Kouame Kouadio,Kouame Autonne Kouadio,
UAE,العين,2022-2023 .. 2024-2025,80,Falah Waleed,Falah Al Jneibi,
UAE,العين,2022-2023 .. 2024-2025,79,Khalid Al Hashemi,Khalid Al-Hashemi | Khalid Hashemi,
UAE,العين,2022-2023 .. 2024-2025,77,Saeed Jumaa,Saeed Juma,
UAE,العين,2023-2024 .. 2025-2026,62,Park Yong-Woo,,
UAE,العين,2022-2023 .. 2024-2025,60,Khalid Eisa,,
UAE,العين,2023-2024 .. 2024-2025,56,A. Romero,Alejandro Romero | Kaku,
UAE,العين,2022-2023 .. 2024-2025,56,Sultan Al Shamsi,,
UAE,العين,2022-2023,52,A. Yarmolenko,,
UAE,العين,2024-2025 .. 2026-2027,51,N. Chadli,Nassim Chadli,
UAE,العين,2022-2023 .. 2024-2025,51,Mohammed Ali Shaker,Mohammed Ali Shakir,
UAE,العين,2022-2023 .. 2026-2027,45,Kaku,A. Romero | Alejandro Romero,
UAE,العين,2023-2024 .. 2024-2025,44,A. Traoré,Abdoul Traoré,
UAE,العين,2025-2026 .. 2026-2027,44,E. H. Rahimi,Houssine Rahimi,
UAE,العين,2023-2024 .. 2024-2025,44,Mohammed Al Baloushi,Mohamed Abbas | Mohammed Abbas | Mohammed Abbas Al-Baloushi,
UAE,العين,2024-2025 .. 2026-2027,44,A. Niang,Amadu Niang,
UAE,العين,2025-2026 .. 2026-2027,44,R. Rodrigues,Rafael Rodrigues,
UAE,العين,2023-2024 .. 2026-2027,42,S. Sosu,Solomon Sosu,
UAE,العين,2023-2024 .. 2024-2025,40,Mohammed Bu Sanda,,
UAE,العين,2025-2026 .. 2026-2027,37,Erik Menezes,Erik | Erik Jorgens de Menezes,
UAE,العين,2023-2024,37,O. Atzili,Omer Atzili,
UAE,العين,2024-2025,36,M. Sanabria,Mateo Sanabria,
UAE,العين,2025-2026 .. 2026-2027,35,A. K. Traore,,
UAE,العين,2023-2024 .. 2026-2027,35,R. Sarki,Rilwanu Sarki,
UAE,العين,2025-2026 .. 2026-2027,34,A. Jasic,A. Jašić | Adis Jašić,
UAE,العين,2022-2023,33,E. El Moubarik,,
UAE,العين,2025-2026 .. 2026-2027,33,Y. Ben Khaleq,,
UAE,العين,2023-2024 .. 2024-2025,33,Dramane Koumare,D. Koumare | Daraman Komari,
UAE,العين,2024-2025,32,Mohamed Awad Alla,Mohamed Awadalla,
UAE,العين,2025-2026 .. 2026-2027,31,K. Eisa,Khalid Eisa,
UAE,العين,2025-2026 .. 2026-2027,30,M. Ratnik,Marcel Ratnik,
UAE,العين,2023-2024 .. 2024-2025,29,Hazem Mohammad,,
UAE,العين,2025-2026 .. 2026-2027,29,S. Hassan,,
UAE,العين,2025-2026 .. 2026-2027,28,M. Awad,Mohamed Awad | Mohamed Awadalla | Momen Awad,
UAE,العين,2025-2026 .. 2026-2027,28,R. Rabia,Rami Rabia,
UAE,العين,2024-2025,28,F. Salomoni,Felipe Salomoni,
UAE,العين,2024-2025,28,Fábio Cardoso,,
UAE,العين,2025-2026 .. 2026-2027,28,M. Bu Senda,Mohammed Bu Sanda,
UAE,العين,2023-2024 .. 2026-2027,27,Y. Nader,Yahia Nader,
UAE,العين,2023-2024 .. 2024-2025,26,J. Loulendo,Josna Loulendo,
UAE,العين,2023-2024 .. 2025-2026,24,Alejandro Romero,A. Romero | Kaku,
UAE,العين,2025-2026 .. 2026-2027,23,D. Koumare,Daraman Komari,
UAE,العين,2022-2023 .. 2023-2024,22,Mohammed Abo Sandah,Mohammed Bu Sanda,
UAE,العين,2025-2026 .. 2026-2027,20,Hazim Mohammad,Hamid Mohammed,
UAE,العين,2024-2025,19,Khalid Eissa,Khalid Eisa,
UAE,العين,2025-2026,18,A. Sut,Adrian Șut,
UAE,العين,2024-2025,17,M. Segovia,Matías Segovia,
UAE,العين,2022-2023 .. 2023-2024,17,Eisa Khalfan,,
UAE,العين,2025-2026,17,M. Al Baloushi,,
UAE,العين,2022-2023 .. 2024-2025,17,Kouame Autonne Kouadio,,
UAE,العين,2025-2026,14,S. Ziane,Sorin Ziane,
UAE,العين,2022-2023,13,T. Jedvaj,Tin Jedvaj,
UAE,العين,2024-2025,13,G. Infantino,Gino Infantino,
UAE,العين,2022-2023 .. 2025-2026,12,Matías Palacios,,
UAE,العين,2022-2023 .. 2025-2026,12,Soufiane Rahimi,,
UAE,العين,2025-2026 .. 2026-2027,11,J. Naafo,,
UAE,العين,2023-2024,11,Khalid Ali Al Baloushi,Khaled Al-Blooshi,
UAE,العين,2022-2023 .. 2025-2026,11,Kodjo Fo Doh Laba,,
UAE,العين,2022-2023,10,D. Arboleda,,
UAE,العين,2023-2024 .. 2024-2025,9,Hamid Mohammed,Mohammed Hamid,
UAE,العين,2025-2026 .. 2026-2027,9,K. Kouadio,,
UAE,العين,2025-2026,9,M. Abbas,,
UAE,العين,2023-2024,9,Mansour Saeed,Mansour Alshamsi,
UAE,العين,2023-2024 .. 2025-2026,9,Abdoul Traoré,,
UAE,العين,2023-2024 .. 2025-2026,8,I. Okpoti,Ismaila Okpoti,
UAE,العين,2025-2026 .. 2026-2027,8,M. Hamid,Mohammed Hamid,
UAE,العين,2022-2023 .. 2023-2024,8,Erik Jorgens de Menezes,,
UAE,العين,2024-2025 .. 2025-2026,8,Mohammed Abbas Al-Baloushi,,
UAE,العين,2023-2024,7,A. Trawri,Abdulkarim Trawri,
